Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Start_Date,Data Value
Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),01/01/2020,6.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),06/01/2019,8.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,411.0,Bayside and Little Neck (CD11),01/01/2015,8.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,109.0,Morningside Heights and Hamilton Heights (CD9),12/01/2010,11.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,109.0,Morningside Heights and Hamilton Heights (CD9),12/01/2008,11.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,109.0,Morningside Heights and Hamilton Heights (CD9),06/01/2014,9.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,111.0,East Harlem (CD11),01/01/2020,6.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,311.0,Bensonhurst (CD11),12/01/2008,9.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,311.0,Bensonhurst (CD11),06/01/2014,8.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,111.0,East Harlem (CD11),12/01/2018,7.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),12/01/2010,12.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),06/01/2009,10.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),12/01/2012,8.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),01/01/2017,7.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,311.0,Bensonhurst (CD11),12/01/2014,8.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,209.0,Parkchester and Soundview (CD9),01/01/2020,6.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,109.0,Morningside Heights and Hamilton Heights (CD9),01/01/2015,9.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,109.0,Morningside Heights and Hamilton Heights (CD9),12/01/2018,7.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,111.0,East Harlem (CD11),06/01/2019,8.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,109.0,Morningside Heights and Hamilton Heights (CD9),06/01/2019,8.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,311.0,Bensonhurst (CD11),12/01/2012,9.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,209.0,Parkchester and Soundview (CD9),12/01/2013,9.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,209.0,Parkchester and Soundview (CD9),06/01/2018,8.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,409.0,Kew Gardens and Woodhaven (CD9),12/01/2009,10.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,409.0,Kew Gardens and Woodhaven (CD9),12/01/2011,8.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,409.0,Kew Gardens and Woodhaven (CD9),12/01/2013,8.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),12/01/2008,10.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,311.0,Bensonhurst (CD11),01/01/2015,8.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),12/01/2013,13.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),12/01/2017,7.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),01/01/2019,7.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),01/01/2022,6.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409.0,Southeast Queens,01/01/2018,6.4
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409.0,Southeast Queens,12/01/2015,6.9
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409.0,Southeast Queens,06/01/2016,7.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409.0,Southeast Queens,12/01/2017,7.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),12/01/2021,6.8
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409.0,Southeast Queens,06/01/2010,11.0
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409.0,Southeast Queens,01/01/2015,7.9
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409.0,Southeast Queens,01/01/2020,5.8
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409.0,Southeast Queens,01/01/2021,6.2
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409.0,Southeast Queens,01/01/2017,6.8
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205.0,Sunset Park,12/01/2010,13.5
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205.0,Sunset Park,12/01/2012,9.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205.0,Sunset Park,06/01/2009,11.5
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205.0,Sunset Park,12/01/2014,9.6
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205.0,Sunset Park,12/01/2008,11.0
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205.0,Sunset Park,06/01/2014,9.5
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409.0,Southeast Queens,06/01/2019,7.2
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409.0,Southeast Queens,06/01/2015,8.8
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409.0,Southeast Queens,06/01/2013,9.8
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409.0,Southeast Queens,12/31/2015,6.5
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,12/01/2020,6.6
Fine particles (PM 2.5),Mean,mcg/m3,Borough,5.0,Staten Island,12/01/2020,6.5
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,06/01/2022,7.0
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105.0,Crotona -Tremont,06/01/2015,10.3
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203.0,Bedford Stuyvesant - Crown Heights,01/01/2018,7.3
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405.0,Ridgewood - Forest Hills,06/01/2019,7.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,206.0,Belmont and East Tremont (CD6),12/01/2014,10.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,306.0,Park Slope and Carroll Gardens (CD6),12/01/2009,10.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,104.0,Clinton and Chelsea (CD4),06/01/2015,11.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,104.0,Clinton and Chelsea (CD4),06/01/2019,10.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),12/01/2009,13.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,408.0,Hillcrest and Fresh Meadows (CD8),06/01/2019,7.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,406.0,Rego Park and Forest Hills (CD6),06/01/2015,9.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,406.0,Rego Park and Forest Hills (CD6),06/01/2019,7.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,208.0,Riverdale and Fieldston (CD8),06/01/2016,7.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),12/01/2015,10.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,206.0,Belmont and East Tremont (CD6),12/01/2015,8.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,206.0,Belmont and East Tremont (CD6),12/01/2020,6.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,208.0,Riverdale and Fieldston (CD8),12/01/2020,6.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,408.0,Hillcrest and Fresh Meadows (CD8),12/01/2018,6.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,311.0,Bensonhurst (CD11),01/01/2020,5.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,211.0,Morris Park and Bronxdale (CD11),12/01/2018,7.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,109.0,Morningside Heights and Hamilton Heights (CD9),06/01/2015,10.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,109.0,Morningside Heights and Hamilton Heights (CD9),01/01/2019,6.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,311.0,Bensonhurst (CD11),12/01/2013,11.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,111.0,East Harlem (CD11),01/01/2019,7.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,311.0,Bensonhurst (CD11),12/01/2017,8.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410.0,Rockaways,06/01/2009,9.6
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210.0,Coney Island - Sheepshead Bay,01/01/2017,6.8
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210.0,Coney Island - Sheepshead Bay,06/01/2021,8.0
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410.0,Rockaways,12/31/2015,6.0
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410.0,Rockaways,01/01/2018,6.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410.0,Rockaways,06/01/2021,7.2
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210.0,Coney Island - Sheepshead Bay,12/01/2020,6.6
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410.0,Rockaways,06/01/2011,10.6
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410.0,Rockaways,12/01/2020,6.3
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210.0,Coney Island - Sheepshead Bay,01/01/2022,5.4
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410.0,Rockaways,12/01/2013,9.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,111.0,East Harlem (CD11),12/31/2015,8.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),06/01/2013,10.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),06/01/2012,10.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,109.0,Morningside Heights and Hamilton Heights (CD9),12/01/2021,7.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410.0,Rockaways,12/01/2008,10.2
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410.0,Rockaways,01/01/2022,5.0
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210.0,Coney Island - Sheepshead Bay,06/01/2016,7.7
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,12/01/2013,12.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,01/01/2022,5.7
Fine particles (PM 2.5),Mean,mcg/m3,Borough,5.0,Staten Island,12/01/2017,7.8
Fine particles (PM 2.5),Mean,mcg/m3,Borough,5.0,Staten Island,06/01/2021,7.9
Fine particles (PM 2.5),Mean,mcg/m3,Borough,5.0,Staten Island,12/01/2021,6.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404.0,Bayside - Little Neck,12/01/2013,8.3
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,06/01/2017,9.9
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,06/01/2020,7.6
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,12/01/2011,10.8
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,06/01/2017,10.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,06/01/2018,9.5
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,01/01/2021,6.6
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,06/01/2017,9.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,06/01/2020,6.9
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,12/01/2013,9.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),12/01/2009,7.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),12/01/2011,6.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),12/01/2011,10.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),12/01/2013,10.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),12/01/2009,11.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),06/01/2018,7.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),06/01/2017,10.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),12/01/2016,8.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,102.0,Greenwich Village and Soho (CD2),06/01/2013,12.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,102.0,Greenwich Village and Soho (CD2),01/01/2018,8.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,102.0,Greenwich Village and Soho (CD2),06/01/2009,13.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,501.0,St. George and Stapleton (CD1),12/01/2014,8.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,101.0,Financial District (CD1),01/01/2021,7.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,501.0,St. George and Stapleton (CD1),01/01/2021,6.3
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106.0,High Bridge - Morrisania,12/01/2012,12.3
Fine particles (PM 2.5),Mean,mcg/m3,Borough,3.0,Manhattan,12/01/2010,11.9
Fine particles (PM 2.5),Mean,mcg/m3,Borough,3.0,Manhattan,01/01/2015,10.2
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309.0,Union Square - Lower East Side,06/01/2014,10.2
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309.0,Union Square - Lower East Side,12/01/2018,10.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310.0,Lower Manhattan,06/01/2014,10.9
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310.0,Lower Manhattan,12/01/2018,9.3
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310.0,Lower Manhattan,01/01/2020,7.4
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210.0,Coney Island - Sheepshead Bay,12/01/2009,8.9
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210.0,Coney Island - Sheepshead Bay,06/01/2015,8.8
Fine particles (PM 2.5),Mean,mcg/m3,Borough,3.0,Manhattan,06/01/2019,9.4
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206.0,Borough Park,06/01/2015,9.2
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309.0,Union Square - Lower East Side,12/01/2020,7.9
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310.0,Lower Manhattan,06/01/2010,13.8
Fine particles (PM 2.5),Mean,mcg/m3,Borough,3.0,Manhattan,12/01/2020,7.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,102.0,Greenwich Village and Soho (CD2),12/01/2018,11.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,501.0,St. George and Stapleton (CD1),01/01/2015,8.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,102.0,Greenwich Village and Soho (CD2),06/01/2014,10.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,102.0,Greenwich Village and Soho (CD2),12/01/2008,12.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,102.0,Greenwich Village and Soho (CD2),12/01/2010,12.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,201.0,Mott Haven and Melrose (CD1),01/01/2020,6.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,202.0,Hunts Point and Longwood (CD2),12/01/2012,11.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,202.0,Hunts Point and Longwood (CD2),12/01/2009,10.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,102.0,Greenwich Village and Soho (CD2),06/01/2019,11.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,102.0,Greenwich Village and Soho (CD2),12/01/2019,11.5
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301.0,Washington Heights,01/01/2015,9.4
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501.0,Port Richmond,12/01/2018,6.9
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501.0,Port Richmond,01/01/2020,5.9
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101.0,Kingsbridge - Riverdale,12/01/2018,7.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),12/01/2011,8.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),12/01/2008,13.0
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201.0,Greenpoint,06/01/2014,10.4
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301.0,Washington Heights,12/01/2009,10.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),12/01/2008,12.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),12/01/2017,7.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),12/01/2008,12.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),12/01/2017,7.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),01/01/2022,5.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),12/01/2020,6.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),06/01/2010,11.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),06/01/2011,11.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,108.0,Upper East Side (CD8),12/01/2020,7.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),06/01/2010,11.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),06/01/2011,10.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,112.0,Washington Heights and Inwood (CD12),12/01/2020,6.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),06/01/2011,11.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),06/01/2010,11.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),12/01/2008,13.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,501.0,St. George and Stapleton (CD1),06/01/2015,8.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,102.0,Greenwich Village and Soho (CD2),12/01/2012,12.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,202.0,Hunts Point and Longwood (CD2),12/01/2009,11.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,202.0,Hunts Point and Longwood (CD2),12/01/2013,10.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,202.0,Hunts Point and Longwood (CD2),06/01/2018,9.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,301.0,Greenpoint and Williamsburg (CD1),06/01/2020,8.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,302.0,Fort Greene and Brooklyn Heights (CD2),01/01/2015,9.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,501.0,St. George and Stapleton (CD1),12/01/2010,9.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,501.0,St. George and Stapleton (CD1),12/01/2008,10.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,501.0,St. George and Stapleton (CD1),06/01/2014,8.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,202.0,Hunts Point and Longwood (CD2),12/01/2008,14.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,202.0,Hunts Point and Longwood (CD2),12/01/2017,9.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,102.0,Greenwich Village and Soho (CD2),01/01/2019,9.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,102.0,Greenwich Village and Soho (CD2),12/01/2013,14.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,102.0,Greenwich Village and Soho (CD2),12/01/2017,10.3
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304.0,Upper West Side,12/01/2012,10.4
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304.0,Upper West Side,01/01/2018,8.2
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103.0,Fordham - Bronx Pk,06/01/2021,8.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),12/01/2013,12.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,312.0,Borough Park (CD12),01/01/2021,6.5
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401.0,Long Island City - Astoria,12/01/2019,8.3
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301.0,Washington Heights,06/01/2019,8.2
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501.0,Port Richmond,12/01/2019,7.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,406.0,Rego Park and Forest Hills (CD6),12/01/2018,7.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),12/01/2010,10.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,104.0,Clinton and Chelsea (CD4),01/01/2015,10.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,104.0,Clinton and Chelsea (CD4),01/01/2020,8.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),01/01/2020,6.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,206.0,Belmont and East Tremont (CD6),12/01/2018,7.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,206.0,Belmont and East Tremont (CD6),01/01/2020,6.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),12/01/2008,14.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),01/01/2021,7.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,206.0,Belmont and East Tremont (CD6),01/01/2021,6.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,208.0,Riverdale and Fieldston (CD8),01/01/2017,7.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,208.0,Riverdale and Fieldston (CD8),01/01/2021,6.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),12/01/2012,8.8
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103.0,Fordham - Bronx Pk,12/01/2008,11.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103.0,Fordham - Bronx Pk,12/01/2018,7.2
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103.0,Fordham - Bronx Pk,06/01/2014,8.8
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,12/01/2018,9.0
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205.0,Sunset Park,12/01/2018,8.0
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203.0,Bedford Stuyvesant - Crown Heights,06/01/2019,8.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203.0,Bedford Stuyvesant - Crown Heights,12/01/2019,7.8
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103.0,Fordham - Bronx Pk,12/01/2019,6.7
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103.0,Fordham - Bronx Pk,12/01/2020,6.4
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303.0,East Harlem,06/01/2011,11.8
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303.0,East Harlem,06/01/2016,8.9
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,12/01/2015,9.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,206.0,Belmont and East Tremont (CD6),01/01/2015,9.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),01/01/2020,7.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),12/01/2012,10.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,104.0,Clinton and Chelsea (CD4),12/01/2019,10.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),06/01/2019,10.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,206.0,Belmont and East Tremont (CD6),06/01/2015,10.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501.0,Port Richmond,06/01/2021,8.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,112.0,Washington Heights and Inwood (CD12),06/01/2009,11.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,112.0,Washington Heights and Inwood (CD12),12/01/2010,14.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,112.0,Washington Heights and Inwood (CD12),01/01/2017,7.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,310.0,Bay Ridge and Dyker Heights (CD10),12/01/2020,6.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,112.0,Washington Heights and Inwood (CD12),06/01/2011,11.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),12/01/2012,9.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),12/01/2009,9.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),06/01/2019,7.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,108.0,Upper East Side (CD8),06/01/2015,11.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,108.0,Upper East Side (CD8),12/01/2019,8.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),06/01/2011,11.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),06/01/2010,11.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,110.0,Central Harlem (CD10),06/01/2011,11.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,110.0,Central Harlem (CD10),12/01/2020,6.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,112.0,Washington Heights and Inwood (CD12),06/01/2010,12.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,108.0,Upper East Side (CD8),12/01/2015,9.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,312.0,Borough Park (CD12),06/01/2011,11.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,108.0,Upper East Side (CD8),01/01/2015,10.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,108.0,Upper East Side (CD8),12/01/2018,9.0
